burnout_level,profile_type,high_burnout,age_norm,experience_years_norm,daily_work_hours_norm,sleep_hours_norm,caffeine_intake_norm,bugs_per_day_norm,commits_per_day_norm,meetings_per_day_norm,screen_time_norm,exercise_hours_norm,stress_level_norm,sleep_quality_norm,workload_index_norm,age_scaled_norm,experience_years_scaled_norm,daily_work_hours_scaled_norm,sleep_hours_scaled_norm,caffeine_intake_scaled_norm,bugs_per_day_scaled_norm,commits_per_day_scaled_norm,meetings_per_day_scaled_norm,screen_time_scaled_norm,exercise_hours_scaled_norm,stress_level_scaled_norm
Medium,Riesgo,0,0.66667,0.47368,0.291,0.578,0.14286,0.42105,1.0,0.22222,0.46267,0.02,0.4115,0.31122,0.71199,0.66667,0.47368,0.291,0.578,0.14286,0.42105,1.0,0.22222,0.46267,0.02,0.4115
Low,Riesgo,0,0.95833,0.05263,0.117,0.602,0.42857,0.0,0.48276,0.77778,0.13208,0.105,0.1825,0.5649,0.46373,0.95833,0.05263,0.117,0.602,0.42857,0.0,0.48276,0.77778,0.13208,0.105,0.1825
Medium,Riesgo,0,0.33333,0.84211,0.654,0.588,0.42857,0.10526,0.24138,0.33333,0.63413,0.23,0.3779,0.2419,0.34468,0.33333,0.84211,0.654,0.588,0.42857,0.10526,0.24138,0.33333,0.63413,0.23,0.3779
High,Riesgo,1,0.33333,0.31579,0.851,0.118,0.14286,0.89474,0.34483,0.88889,0.8671,0.715,0.8929,0.04705,0.55551,0.33333,0.31579,0.851,0.118,0.14286,0.89474,0.34483,0.88889,0.8671,0.715,0.8929
High,Riesgo,1,0.0,0.31579,0.932,0.6,0.0,0.94737,0.68966,0.88889,0.76292,0.895,0.7085,0.2029,0.7841,0.0,0.31579,0.932,0.6,0.0,0.94737,0.68966,0.88889,0.76292,0.895,0.7085
Medium,Riesgo,0,0.04167,1.0,0.973,0.41,0.28571,0.52632,0.58621,0.44444,0.81132,0.755,0.6979,0.13685,0.64475,0.04167,1.0,0.973,0.41,0.28571,0.52632,0.58621,0.44444,0.81132,0.755,0.6979
High,Riesgo,1,0.625,0.42105,0.781,0.904,0.71429,0.78947,0.31034,0.66667,0.68745,0.525,0.7675,0.31843,0.47727,0.625,0.42105,0.781,0.904,0.71429,0.78947,0.31034,0.66667,0.68745,0.525,0.7675
Medium,Riesgo,0,0.0,0.05263,0.14,0.912,1.0,0.89474,0.48276,0.55556,0.25923,0.105,0.53795,0.58937,0.42631,0.0,0.05263,0.14,0.912,1.0,0.89474,0.48276,0.55556,0.25923,0.105,0.53795
,Riesgo,0,0.375,0.68421,0.853,0.768,0.0,0.26316,0.17241,0.55556,0.89746,0.755,0.4089,0.20958,0.38676,0.375,0.68421,0.853,0.768,0.0,0.26316,0.17241,0.55556,0.89746,0.755,0.4089
Low,Riesgo,0,0.70833,0.84211,0.4,0.704,0.42857,0.05263,0.06897,0.33333,0.43724,0.105,0.0932,0.37151,0.18524,0.70833,0.84211,0.4,0.704,0.42857,0.05263,0.06897,0.33333,0.43724,0.105,0.0932
High,Riesgo,1,0.29167,0.0,0.73,0.114,0.0,0.15789,0.65517,1.0,0.57178,0.35,0.8465,0.10863,0.74138,0.29167,0.0,0.73,0.114,0.0,0.15789,0.65517,1.0,0.57178,0.35,0.8465
Medium,Riesgo,0,0.83333,0.42105,0.531,0.084,0.28571,0.21053,0.37931,0.77778,0.51107,0.31,0.6037,0.11525,0.48784,0.83333,0.42105,0.531,0.084,0.28571,0.21053,0.37931,0.77778,0.51107,0.31,0.6037
High,Riesgo,1,0.41667,1.0,0.829,0.492,0.85714,0.68421,0.55172,1.0,0.65135,0.36,0.8906,0.20594,0.69888,0.41667,1.0,0.829,0.492,0.85714,0.68421,0.55172,1.0,0.65135,0.36,0.8906
Low,Riesgo,0,0.91667,0.94737,0.426,0.428,0.0,0.0,0.06897,0.22222,0.30763,0.33,0.2972,0.33645,0.16959,0.91667,0.94737,0.426,0.428,0.0,0.0,0.06897,0.22222,0.30763,0.33,0.2972
Low,Riesgo,0,0.04167,0.15789,0.062,0.452,0.28571,0.68421,0.65517,0.44444,0.17391,0.77,0.2237,0.44512,0.4944,0.04167,0.15789,0.062,0.452,0.28571,0.68421,0.65517,0.44444,0.17391,0.77,0.2237
Medium,Riesgo,0,0.29167,0.36842,0.557,0.848,1.0,0.63158,0.58621,0.0,0.69975,0.17,0.3957,0.29673,0.47219,0.29167,0.36842,0.557,0.848,1.0,0.63158,0.58621,0.0,0.69975,0.17,0.3957
,Riesgo,0,0.875,0.63158,0.171,0.622,0.0,0.78947,1.0,0.0,0.34454,0.845,0.2773,0.39533,0.64432,0.875,0.63158,0.171,0.622,0.0,0.78947,1.0,0.0,0.34454,0.845,0.2773
High,Riesgo,1,0.29167,0.15789,0.966,0.18,1.0,0.15789,0.37931,0.88889,0.97621,0.86,1.0,0.04508,0.60097,0.29167,0.15789,0.966,0.18,1.0,0.15789,0.37931,0.88889,0.97621,0.86,1.0
Low,Riesgo,0,0.66667,0.42105,0.527,0.212,0.57143,0.26316,0.72414,0.33333,0.60049,0.49,0.3382,0.13285,0.61387,0.66667,0.42105,0.527,0.212,0.57143,0.26316,0.72414,0.33333,0.60049,0.49,0.3382
High,Riesgo,1,0.58333,0.42105,0.554,0.006,0.42857,0.42105,0.48276,0.88889,0.67842,0.105,0.7588,0.04982,0.57729,0.58333,0.42105,0.554,0.006,0.42857,0.42105,0.48276,0.88889,0.67842,0.105,0.7588
Medium,Riesgo,0,0.66667,0.89474,0.907,0.71,0.28571,0.0,0.51724,0.66667,0.92043,0.575,0.5443,0.1886,0.63079,0.66667,0.89474,0.907,0.71,0.28571,0.0,0.51724,0.66667,0.92043,0.575,0.5443
High,Riesgo,1,0.91667,0.57895,0.625,0.486,0.71429,0.84211,0.93103,1.0,0.64807,0.82,0.9038,0.20517,0.88835,0.91667,0.57895,0.625,0.486,0.71429,0.84211,0.93103,1.0,0.64807,0.82,0.9038
Low,Riesgo,0,0.95833,0.47368,0.303,0.95,0.42857,0.15789,0.72414,0.77778,0.29779,0.29,0.2668,0.57086,0.65109,0.95833,0.47368,0.303,0.95,0.42857,0.15789,0.72414,0.77778,0.29779,0.29,0.2668
Low,Riesgo,0,0.5,0.52632,0.296,0.714,0.57143,0.26316,0.31034,0.88889,0.20509,0.84,0.2843,0.54758,0.417,0.5,0.52632,0.296,0.714,0.57143,0.26316,0.31034,0.88889,0.20509,0.84,0.2843
Medium,Riesgo,0,0.5,0.31579,0.502,0.104,0.85714,0.78947,0.62069,0.0,0.49221,0.675,0.4104,0.12793,0.48171,0.5,0.31579,0.502,0.104,0.85714,0.78947,0.62069,0.0,0.49221,0.675,0.4104
High,Riesgo,1,0.16667,0.42105,0.867,0.162,0.0,0.31579,0.27586,0.66667,0.94422,0.985,0.8385,0.04567,0.47431,0.16667,0.42105,0.867,0.162,0.0,0.31579,0.27586,0.66667,0.94422,0.985,0.8385
High,Riesgo,1,0.45833,0.26316,0.795,0.502,0.42857,0.21053,0.48276,0.77778,0.77276,0.825,0.7592,0.17235,0.60711,0.45833,0.26316,0.795,0.502,0.42857,0.21053,0.48276,0.77778,0.77276,0.825,0.7592
Medium,Riesgo,0,0.0,0.94737,0.963,0.924,0.0,0.42105,0.65517,0.11111,0.78015,0.2,0.4345,0.28862,0.62148,0.0,0.94737,0.963,0.924,0.0,0.42105,0.65517,0.11111,0.78015,0.2,0.4345
Medium,Riesgo,0,0.91667,0.78947,0.072,0.492,0.0,0.94737,0.44828,1.0,0.2018,0.45,0.6071,0.44147,0.47536,0.91667,0.78947,0.072,0.492,0.0,0.94737,0.44828,1.0,0.2018,0.45,0.6071
Low,Riesgo,0,0.16667,0.73684,0.268,0.826,0.42857,0.0,0.72414,0.88889,0.30189,0.105,0.2311,0.51325,0.66483,0.16667,0.73684,0.268,0.826,0.42857,0.0,0.72414,0.88889,0.30189,0.105,0.2311
Low,Riesgo,0,0.29167,0.31579,0.08,0.312,0.28571,0.36842,0.10345,0.0,0.30107,0.07,0.1543,0.28994,0.07528,0.29167,0.31579,0.08,0.312,0.28571,0.36842,0.10345,0.0,0.30107,0.07,0.1543
High,Riesgo,1,0.5,0.78947,0.751,0.27,0.28571,1.0,0.48276,0.22222,0.59803,0.705,0.7502,0.15236,0.49207,0.5,0.78947,0.751,0.27,0.28571,1.0,0.48276,0.22222,0.59803,0.705,0.7502
Low,Riesgo,0,0.29167,0.21053,0.141,0.902,0.42857,0.15789,0.65517,0.88889,0.27892,0.915,0.0706,0.56655,0.59569,0.29167,0.21053,0.141,0.902,0.42857,0.15789,0.65517,0.88889,0.27892,0.915,0.0706
Low,Riesgo,0,1.0,0.78947,0.1,0.048,0.28571,0.84211,0.89655,0.0,0.23544,0.975,0.3292,0.20528,0.56587,1.0,0.78947,0.1,0.048,0.28571,0.84211,0.89655,0.0,0.23544,0.975,0.3292
Low,Riesgo,0,0.91667,0.0,0.562,0.66,0.14286,0.0,0.03448,0.33333,0.71288,0.27,0.2769,0.2362,0.19835,0.91667,0.0,0.562,0.66,0.14286,0.0,0.03448,0.33333,0.71288,0.27,0.2769
Low,Riesgo,0,0.41667,0.94737,0.411,0.044,0.57143,0.05263,0.86207,1.0,0.45201,0.2,0.3363,0.11845,0.8008,0.41667,0.94737,0.411,0.044,0.57143,0.05263,0.86207,1.0,0.45201,0.2,0.3363
Medium,Riesgo,0,0.0,0.21053,0.715,0.8,0.42857,0.68421,0.58621,0.55556,0.8023,0.56,0.5731,0.24658,0.61133,0.0,0.21053,0.715,0.8,0.42857,0.68421,0.58621,0.55556,0.8023,0.56,0.5731
Low,Riesgo,0,0.5,0.31579,0.487,0.83,0.71429,0.05263,0.03448,0.55556,0.33716,0.2,0.53795,0.48717,0.22478,0.5,0.31579,0.487,0.83,0.71429,0.05263,0.03448,0.55556,0.33716,0.2,0.53795
Low,Riesgo,0,0.75,0.94737,0.425,0.894,0.57143,0.0,0.58621,0.33333,0.31829,0.295,0.53795,0.52912,0.50772,0.75,0.94737,0.425,0.894,0.57143,0.0,0.58621,0.33333,0.31829,0.295,0.53795
High,Riesgo,1,0.95833,0.21053,0.426,0.186,1.0,0.63158,0.24138,1.0,0.39212,0.835,0.7522,0.19406,0.42335,0.95833,0.21053,0.426,0.186,1.0,0.63158,0.24138,1.0,0.39212,0.835,0.7522
High,Riesgo,1,0.08333,0.84211,0.872,0.124,0.85714,0.36842,0.31034,1.0,0.84824,0.81,0.8784,0.05188,0.55995,0.08333,0.84211,0.872,0.124,0.85714,0.36842,0.31034,1.0,0.84824,0.81,0.8784
Medium,Riesgo,0,0.95833,0.36842,0.395,0.504,0.42857,0.47368,0.65517,1.0,0.40115,0.895,0.5162,0.31461,0.67054,0.95833,0.36842,0.395,0.504,0.42857,0.47368,0.65517,1.0,0.40115,0.895,0.5162
High,Riesgo,1,0.66667,0.0,0.333,0.272,0.42857,1.0,0.10345,1.0,0.26907,0.48,1.0,0.29048,0.31909,0.66667,0.0,0.333,0.272,0.42857,1.0,0.10345,1.0,0.26907,0.48,1.0
Low,Riesgo,0,0.16667,0.05263,0.339,0.606,0.0,0.05263,0.31034,0.0,0.40115,0.565,0.0771,0.35444,0.25693,0.16667,0.05263,0.339,0.606,0.0,0.05263,0.31034,0.0,0.40115,0.565,0.0771
Medium,Riesgo,0,0.79167,0.73684,0.197,0.514,0.57143,0.84211,0.31034,0.44444,0.27728,0.77,0.5114,0.39418,0.31148,0.79167,0.73684,0.197,0.514,0.57143,0.84211,0.31034,0.44444,0.27728,0.77,0.5114
Medium,Riesgo,0,0.83333,1.0,0.861,0.144,0.0,0.26316,0.89655,0.44444,0.50533,0.24,0.6439,0.13806,0.81138,0.83333,1.0,0.861,0.144,0.0,0.26316,0.89655,0.44444,0.50533,0.24,0.6439
Low,Riesgo,0,0.29167,0.89474,0.147,0.74,0.71429,0.10526,1.0,0.22222,0.07957,0.825,0.0,0.70785,0.68154,0.29167,0.89474,0.147,0.74,0.71429,0.10526,1.0,0.22222,0.07957,0.825,0.0
High,Riesgo,1,0.54167,0.52632,0.909,0.804,0.85714,1.0,0.06897,0.22222,0.50533,0.02,0.874,0.37066,0.27173,0.54167,0.52632,0.909,0.804,0.85714,1.0,0.06897,0.22222,0.50533,0.02,0.874
Medium,Riesgo,0,0.125,0.47368,0.283,0.964,1.0,0.84211,0.68966,0.33333,0.35603,0.8,0.4538,0.52807,0.54113,0.125,0.47368,0.283,0.964,1.0,0.84211,0.68966,0.33333,0.35603,0.8,0.4538
High,Riesgo,1,0.41667,0.15789,0.899,0.396,1.0,0.26316,0.10345,0.22222,0.7539,0.775,0.7013,0.1473,0.29076,0.41667,0.15789,0.899,0.396,1.0,0.26316,0.10345,0.22222,0.7539,0.775,0.7013
Medium,Riesgo,0,0.79167,0.21053,0.791,0.338,0.28571,0.36842,0.75862,0.22222,0.80394,0.3,0.4618,0.11881,0.6697,0.79167,0.21053,0.791,0.338,0.28571,0.36842,0.75862,0.22222,0.80394,0.3,0.4618
Medium,Riesgo,0,0.58333,0.15789,0.582,0.192,0.42857,0.68421,0.31034,0.22222,0.51107,0.73,0.5377,0.15311,0.3506,0.58333,0.15789,0.582,0.192,0.42857,0.68421,0.31034,0.22222,0.51107,0.73,0.5377
Medium,Riesgo,0,0.75,0.63158,0.669,0.18,0.0,0.47368,0.2069,0.66667,0.64397,0.215,0.5632,0.11107,0.39015,0.75,0.63158,0.669,0.18,0.0,0.47368,0.2069,0.66667,0.64397,0.215,0.5632
High,Riesgo,1,0.25,0.63158,0.326,0.322,1.0,1.0,0.72414,0.88889,0.30845,0.575,0.7691,0.29016,0.6771,0.25,0.63158,0.326,0.322,1.0,1.0,0.72414,0.88889,0.30845,0.575,0.7691
Low,Riesgo,0,0.75,0.89474,0.574,0.982,0.85714,0.47368,0.75862,0.0,0.68909,0.7,0.3259,0.34121,0.58152,0.75,0.89474,0.574,0.982,0.85714,0.47368,0.75862,0.0,0.68909,0.7,0.3259
Medium,Riesgo,0,0.75,0.05263,0.292,0.092,0.71429,0.73684,0.37931,0.55556,0.49549,0.715,0.5613,0.12266,0.39501,0.75,0.05263,0.292,0.092,0.71429,0.73684,0.37931,0.55556,0.49549,0.715,0.5613
Medium,Riesgo,0,0.41667,0.78947,0.402,0.26,0.71429,0.36842,0.2069,1.0,0.50533,0.985,0.6781,0.17895,0.39712,0.41667,0.78947,0.402,0.26,0.71429,0.36842,0.2069,1.0,0.50533,0.985,0.6781
Medium,Riesgo,0,0.16667,0.0,0.765,0.086,0.85714,0.52632,0.41379,0.0,0.5644,0.18,0.6036,0.10126,0.41045,0.16667,0.0,0.765,0.086,0.85714,0.52632,0.41379,0.0,0.5644,0.18,0.6036
High,Riesgo,1,0.16667,0.94737,0.244,0.274,1.0,0.78947,0.24138,0.88889,0.2018,0.48,0.8031,0.33414,0.36371,0.16667,0.94737,0.244,0.274,1.0,0.78947,0.24138,0.88889,0.2018,0.48,0.8031
Medium,Riesgo,0,0.875,0.42105,0.839,0.092,1.0,0.10526,0.89655,0.77778,0.81132,0.88,0.6935,0.04974,0.87016,0.875,0.42105,0.839,0.092,1.0,0.10526,0.89655,0.77778,0.81132,0.88,0.6935
Medium,Riesgo,0,0.29167,0.10526,0.376,0.508,0.57143,0.73684,0.41379,0.55556,0.50533,0.56,0.4685,0.26635,0.43392,0.29167,0.10526,0.376,0.508,0.57143,0.73684,0.41379,0.55556,0.50533,0.56,0.4685
Medium,Riesgo,0,0.375,0.31579,0.532,0.438,0.42857,0.63158,0.0,0.55556,0.63249,0.875,0.6618,0.19526,0.21315,0.375,0.31579,0.532,0.438,0.42857,0.63158,0.0,0.55556,0.63249,0.875,0.6618
High,Riesgo,1,0.20833,0.47368,0.942,0.174,0.71429,0.52632,0.51724,1.0,0.83593,0.435,1.0,0.0675,0.70163,0.20833,0.47368,0.942,0.174,0.71429,0.52632,0.51724,1.0,0.83593,0.435,1.0
High,Riesgo,1,0.58333,0.0,0.681,0.174,0.85714,0.68421,0.62069,0.66667,0.68827,0.795,0.8682,0.09844,0.64644,0.58333,0.0,0.681,0.174,0.85714,0.68421,0.62069,0.66667,0.68827,0.795,0.8682
Low,Riesgo,0,0.625,0.47368,0.646,0.626,0.28571,0.31579,0.93103,0.77778,0.6087,0.87,0.3444,0.26359,0.8505,0.625,0.47368,0.646,0.626,0.28571,0.31579,0.93103,0.77778,0.6087,0.87,0.3444
High,Riesgo,1,0.66667,0.42105,0.712,0.388,1.0,0.94737,0.62069,0.66667,0.80968,0.845,1.0,0.13121,0.65299,0.66667,0.42105,0.712,0.388,1.0,0.94737,0.62069,0.66667,0.80968,0.845,1.0
High,Riesgo,1,0.29167,0.73684,0.918,0.056,0.0,0.73684,0.68966,0.0,0.69401,0.87,0.8243,0.06176,0.61197,0.29167,0.73684,0.918,0.056,0.0,0.73684,0.68966,0.0,0.69401,0.87,0.8243
Low,Riesgo,0,0.29167,0.73684,0.249,0.92,0.0,0.26316,0.86207,1.0,0.37326,0.22,0.2989,0.49708,0.76655,0.29167,0.73684,0.249,0.92,0.0,0.26316,0.86207,1.0,0.37326,0.22,0.2989
Medium,Riesgo,0,1.0,0.10526,0.613,0.404,0.14286,1.0,1.0,0.33333,0.64643,0.44,0.612,0.18018,0.80123,1.0,0.10526,0.613,0.404,0.14286,1.0,1.0,0.33333,0.64643,0.44,0.612
Low,Riesgo,0,0.33333,0.21053,0.4,0.592,0.28571,0.31579,0.41379,0.33333,0.47088,0.175,0.53795,0.3123,0.3967,0.33333,0.21053,0.4,0.592,0.28571,0.31579,0.41379,0.33333,0.47088,0.175,0.53795
Medium,Riesgo,0,0.04167,0.42105,0.012,0.886,0.71429,0.68421,0.96552,0.88889,0.07547,0.18,0.4173,0.79976,0.75872,0.04167,0.42105,0.012,0.886,0.71429,0.68421,0.96552,0.88889,0.07547,0.18,0.4173
Low,Riesgo,0,0.58333,0.42105,0.125,0.402,0.85714,0.15789,0.2069,0.88889,0.03692,0.49,0.2804,0.55988,0.3174,0.58333,0.42105,0.125,0.402,0.85714,0.15789,0.2069,0.88889,0.03692,0.49,0.2804
Low,Riesgo,0,0.70833,0.31579,0.325,0.82,0.14286,0.42105,0.48276,0.22222,0.50533,0.96,0.1569,0.3763,0.40199,0.70833,0.31579,0.325,0.82,0.14286,0.42105,0.48276,0.22222,0.50533,0.96,0.1569
Medium,Riesgo,0,0.08333,0.57895,0.565,0.914,0.71429,0.31579,0.86207,0.88889,0.6653,0.59,0.4815,0.33074,0.81222,0.08333,0.57895,0.565,0.914,0.71429,0.31579,0.86207,0.88889,0.6653,0.59,0.4815
High,Riesgo,1,0.66667,0.42105,0.881,0.174,0.71429,0.73684,0.17241,0.44444,0.68007,0.855,0.723,0.10038,0.37154,0.66667,0.42105,0.881,0.174,0.71429,0.73684,0.17241,0.44444,0.68007,0.855,0.723
Low,Riesgo,0,0.125,0.26316,0.791,0.892,0.42857,0.10526,0.10345,0.55556,0.72354,0.935,0.3426,0.30052,0.33136,0.125,0.26316,0.791,0.892,0.42857,0.10526,0.10345,0.55556,0.72354,0.935,0.3426
Medium,Riesgo,0,0.125,0.05263,0.553,0.12,0.57143,0.21053,0.72414,0.66667,0.43642,0.085,0.6291,0.15197,0.68281,0.125,0.05263,0.553,0.12,0.57143,0.21053,0.72414,0.66667,0.43642,0.085,0.6291
Medium,Riesgo,0,0.54167,0.42105,0.074,0.276,0.85714,0.84211,0.75862,0.22222,0.19032,0.16,0.4111,0.34321,0.51808,0.54167,0.42105,0.074,0.276,0.85714,0.84211,0.75862,0.22222,0.19032,0.16,0.4111
Low,Riesgo,0,0.33333,0.84211,0.286,0.808,0.71429,0.0,0.65517,0.33333,0.42166,0.29,0.1437,0.42024,0.52062,0.33333,0.84211,0.286,0.808,0.71429,0.0,0.65517,0.33333,0.42166,0.29,0.1437
Low,Riesgo,0,0.33333,0.0,0.367,0.9,0.0,0.0,0.34483,0.44444,0.44955,0.615,0.188,0.43751,0.36858,0.33333,0.0,0.367,0.9,0.0,0.0,0.34483,0.44444,0.44955,0.615,0.188
Medium,Riesgo,0,1.0,0.94737,0.622,0.684,0.71429,0.78947,0.7931,0.0,0.54389,0.06,0.5296,0.31015,0.61281,1.0,0.94737,0.622,0.684,0.71429,0.78947,0.7931,0.0,0.54389,0.06,0.5296
Medium,Riesgo,0,0.91667,0.26316,0.065,0.104,0.14286,0.68421,0.68966,0.77778,0.02871,0.785,0.3669,0.38069,0.57962,0.91667,0.26316,0.065,0.104,0.14286,0.68421,0.68966,0.77778,0.02871,0.785,0.3669
High,Riesgo,1,0.70833,0.21053,0.53,0.522,0.85714,0.52632,0.62069,0.66667,0.6251,0.065,0.7028,0.2243,0.61451,0.70833,0.21053,0.53,0.522,0.85714,0.52632,0.62069,0.66667,0.6251,0.065,0.7028
High,Riesgo,1,0.375,0.05263,0.901,0.572,1.0,0.68421,0.03448,0.11111,0.77523,0.16,0.903,0.19137,0.22774,0.375,0.05263,0.901,0.572,1.0,0.68421,0.03448,0.11111,0.77523,0.16,0.903
High,Riesgo,1,0.83333,0.42105,0.705,0.282,0.71429,0.36842,0.55172,0.66667,0.51518,0.38,0.758,0.18322,0.60922,0.83333,0.42105,0.705,0.282,0.71429,0.36842,0.55172,0.66667,0.51518,0.38,0.758
High,Riesgo,1,0.125,0.68421,0.797,0.992,0.85714,0.94737,0.48276,0.88889,0.77112,0.56,0.8336,0.31108,0.62867,0.125,0.68421,0.797,0.992,0.85714,0.94737,0.48276,0.88889,0.77112,0.56,0.8336
Medium,Riesgo,0,0.45833,0.15789,0.682,0.336,1.0,0.05263,0.65517,0.44444,0.57014,0.88,0.435,0.18283,0.6255,0.45833,0.15789,0.682,0.336,1.0,0.05263,0.65517,0.44444,0.57014,0.88,0.435
Medium,Riesgo,0,0.29167,0.15789,0.207,0.21,1.0,0.47368,0.58621,0.55556,0.3749,0.965,0.4229,0.21084,0.50391,0.29167,0.15789,0.207,0.21,1.0,0.47368,0.58621,0.55556,0.3749,0.965,0.4229
Low,Riesgo,0,0.04167,0.73684,0.11,0.11,0.0,0.21053,0.37931,0.44444,0.06645,0.885,0.1483,0.34978,0.33538,0.04167,0.73684,0.11,0.11,0.0,0.21053,0.37931,0.44444,0.06645,0.885,0.1483
High,Riesgo,1,0.875,0.36842,0.829,0.378,0.0,0.73684,0.06897,0.0,0.75226,0.105,0.8947,0.14258,0.21252,0.875,0.36842,0.829,0.378,0.0,0.73684,0.06897,0.0,0.75226,0.105,0.8947
Medium,Riesgo,0,0.5,0.15789,0.696,0.692,0.14286,0.0,0.55172,0.55556,0.58326,0.63,0.3658,0.29543,0.58617,0.5,0.15789,0.696,0.692,0.14286,0.0,0.55172,0.55556,0.58326,0.63,0.3658
Medium,Riesgo,0,0.83333,0.78947,0.575,0.232,0.0,0.05263,0.44828,0.66667,0.62756,0.44,0.6159,0.13173,0.51829,0.83333,0.78947,0.575,0.232,0.0,0.05263,0.44828,0.66667,0.62756,0.44,0.6159
Medium,Riesgo,0,0.625,0.15789,0.189,0.77,0.28571,0.94737,0.96552,0.44444,0.26415,0.125,0.57,0.52006,0.71157,0.625,0.15789,0.189,0.77,0.28571,0.94737,0.96552,0.44444,0.26415,0.125,0.57
Medium,Riesgo,0,0.04167,0.78947,0.603,0.492,0.28571,0.84211,0.17241,0.22222,0.68335,0.555,0.4256,0.19566,0.27046,0.04167,0.78947,0.603,0.492,0.28571,0.84211,0.17241,0.22222,0.68335,0.555,0.4256
Medium,Riesgo,0,0.41667,0.57895,0.031,0.44,0.57143,0.73684,0.10345,0.55556,0.105,0.355,0.3907,0.50437,0.17065,0.41667,0.57895,0.031,0.44,0.57143,0.73684,0.10345,0.55556,0.105,0.355,0.3907
Medium,Riesgo,0,0.375,0.78947,0.119,0.702,0.85714,0.89474,0.68966,0.66667,0.02871,0.345,0.5573,0.76127,0.56989,0.375,0.78947,0.119,0.702,0.85714,0.89474,0.68966,0.66667,0.02871,0.345,0.5573
Medium,Riesgo,0,0.58333,0.94737,0.312,0.136,0.28571,0.36842,0.24138,1.0,0.25595,0.095,0.6256,0.23573,0.39924,0.58333,0.94737,0.312,0.136,0.28571,0.36842,0.24138,1.0,0.25595,0.095,0.6256
Medium,Riesgo,0,0.66667,0.36842,0.444,0.598,0.14286,0.47368,0.89655,1.0,0.62182,0.98,0.6008,0.24961,0.82893,0.66667,0.36842,0.444,0.598,0.14286,0.47368,0.89655,1.0,0.62182,0.98,0.6008
Low,Riesgo,0,0.29167,0.26316,0.121,0.492,0.71429,0.36842,0.65517,0.88889,0.16161,0.725,0.1758,0.47677,0.59146,0.29167,0.26316,0.121,0.492,0.71429,0.36842,0.65517,0.88889,0.16161,0.725,0.1758
,Riesgo,0,0.70833,0.47368,0.12,0.596,0.28571,0.36842,0.72414,0.66667,0.23134,0.28,0.1364,0.46711,0.59125,0.70833,0.47368,0.12,0.596,0.28571,0.36842,0.72414,0.66667,0.23134,0.28,0.1364
High,Riesgo,1,0.91667,0.21053,0.726,0.512,0.57143,0.94737,0.06897,0.22222,0.82199,0.915,0.7043,0.16202,0.23303,0.91667,0.21053,0.726,0.512,0.57143,0.94737,0.06897,0.22222,0.82199,0.915,0.7043
Medium,Riesgo,0,0.33333,0.89474,0.57,0.838,0.85714,0.63158,0.24138,0.0,0.40361,0.95,0.3815,0.44341,0.26348,0.33333,0.89474,0.57,0.838,0.85714,0.63158,0.24138,0.0,0.40361,0.95,0.3815
Medium,Riesgo,0,1.0,0.47368,0.534,0.986,0.42857,0.21053,0.41379,0.66667,0.58409,0.81,0.4758,0.39158,0.48848,1.0,0.47368,0.534,0.986,0.42857,0.21053,0.41379,0.66667,0.58409,0.81,0.4758
Medium,Riesgo,0,0.29167,0.47368,0.452,0.182,0.42857,0.47368,0.62069,0.77778,0.39459,0.66,0.6138,0.19149,0.61916,0.29167,0.47368,0.452,0.182,0.42857,0.47368,0.62069,0.77778,0.39459,0.66,0.6138
Medium,Riesgo,0,0.54167,0.31579,0.977,0.692,1.0,0.31579,0.48276,0.0,0.82281,0.375,0.6892,0.21071,0.49757,0.54167,0.31579,0.977,0.692,1.0,0.31579,0.48276,0.0,0.82281,0.375,0.6892
Medium,Riesgo,0,1.0,0.89474,0.05,0.08,0.14286,0.42105,0.75862,0.44444,0.0443,0.435,0.3702,0.35104,0.5553,1.0,0.89474,0.05,0.08,0.14286,0.42105,0.75862,0.44444,0.0443,0.435,0.3702
Medium,Riesgo,0,0.70833,0.0,0.181,0.042,0.57143,0.68421,0.2069,0.77778,0.34783,0.455,0.6194,0.15345,0.3081,0.70833,0.0,0.181,0.042,0.57143,0.68421,0.2069,0.77778,0.34783,0.455,0.6194
High,Riesgo,1,0.875,0.31579,0.648,0.28,0.28571,0.26316,0.06897,1.0,0.58326,0.95,0.7332,0.16011,0.36456,0.875,0.31579,0.648,0.28,0.28571,0.26316,0.06897,1.0,0.58326,0.95,0.7332
Low,Riesgo,0,0.5,0.0,0.136,0.97,0.57143,0.47368,0.62069,0.66667,0.06317,0.76,0.2313,0.86982,0.53119,0.5,0.0,0.136,0.97,0.57143,0.47368,0.62069,0.66667,0.06317,0.76,0.2313
Low,Riesgo,0,0.79167,0.73684,0.589,0.552,0.0,0.0,0.86207,0.11111,0.44463,0.29,0.2196,0.31056,0.66927,0.79167,0.73684,0.589,0.552,0.0,0.0,0.86207,0.11111,0.44463,0.29,0.2196
Medium,Riesgo,0,0.83333,0.15789,0.568,0.268,0.57143,0.52632,0.31034,0.33333,0.44381,0.625,0.5845,0.20477,0.36879,0.83333,0.15789,0.568,0.268,0.57143,0.52632,0.31034,0.33333,0.44381,0.625,0.5845
